Datetime,headline,description,article,link,analysis
2025-06-21 22:30:00,Could Nvidia's Projected 9% Annual Returns Through 2030 Be the Smartest Risk-Adjusted Play in Tech?,"Nvidia, the dominant platform provider, offers excellent risk-adjusted returns with its expanding ecosystem moat.  While venture capitalists funnel billions into speculative start-ups, Nvidia (NASDAQ: NVDA) continues to dominate the infrastructure powering the entire industry.  A projected 9% annual return may not sound thrilling, but it could be the smartest risk-adjusted investment in tech this decade.","Nvidia, the dominant platform provider, offers excellent risk-adjusted returns with its expanding ecosystem moat..The company's transition from chip supplier to full-stack platform mirrors Apple's evolution from hardware to ecosystem dominance..A 9% annual return from a $3.5 trillion company beats speculative moonshots when considering the certainty of execution and multiple growth drivers..10 stocks we like better than Nvidia ›.Forget chasing the next artificial intelligence (AI) unicorn. While venture capitalists funnel billions into speculative start-ups, Nvidia (NASDAQ: NVDA) continues to dominate the infrastructure powering the entire industry. A projected 9% annual return may not sound thrilling, but it could be the smartest risk-adjusted investment in tech this decade..According to Coatue Management, an American technology-focused investment firm, Nvidia's market cap could grow from $3.5 trillion today to $5.6 trillion by 2030, implying a 9.6% compound annual growth rate from current levels. That's a far cry from its recent hypergrowth, but it reflects a business that's maturing into its role as the backbone of the AI economy..Here's why Nvidia remains a compelling buy -- even as its pace of growth slows..Think of Nvidia as the Apple of AI. Just as the iPhone represents great hardware backed by an impenetrable ecosystem, Nvidia has built something far more valuable than fast chips -- it has created the core operating system for AI..The company's Compute Unified Device Architecture (CUDA) software platform has become the default language for AI development, with over 4 million developers now embedded in the ecosystem. Switching to a competitor means rewriting years of code, creating a switching cost that grows stronger every day..But Nvidia isn't stopping at software dominance. The company has systematically expanded into every layer of the AI stack. DGX Cloud lets companies rent AI supercomputers by the hour, democratizing access to massive computing power. New enterprise platforms help businesses deploy AI without armies of data scientists..The Omniverse platform powers everything from factory simulations to digital twins of entire cities, while the majority of automakers now rely on Nvidia's DRIVE platform for autonomous vehicle development..This isn't diversification for its own sake. Each new product strengthens the core GPU business. A company using Nvidia for robotics simulations naturally gravitates toward Nvidia chips for its data centers. The network effects compound with each customer.",https://finance.yahoo.com/news/could-nvidias-projected-9-annual-143000920.html, The news about Nvidia's projected 9% annual returns through 2030 relates primarily to **business model and competitive risk**.
2025-06-21 17:30:00,"The $1,999 Liberty Phone Is Made in America. Its Creator Explains How.",Despite the president’s domestic manufacturing push—and the Trump Organization’s launch of an ostensibly U.S.-made phone—the challenges remain massive.,Despite the president’s domestic manufacturing push—and the Trump Organization’s launch of an ostensibly U.S.-made phone—the challenges remain massive.,https://finance.yahoo.com/m/363e8b56-dfaf-3ee5-9519-730b735ea68d/the-1-999-liberty-phone-is.html, The risk classification for the news is **Domestic Manufacturing Risks**.
2025-06-21 16:35:00,Is Apple Stock In Trouble?,The company is struggling to innovate with cutting-edge technologies.,"Apple has failed with its first foray into virtual reality..The company is falling behind in artificial intelligence..Apple stock trades at an expensive P/E ratio..10 stocks we like better than Apple ›.Apple (NASDAQ: AAPL) has entered a rough patch. The smartphone and computer giant is down around 10% in the last 12 months, while artificial intelligence (AI) stocks are soaring..Management has made some major missteps in virtual reality and false promises with its Siri and Apple Intelligence services. Revenue is growing slowly, and innovation seems to be lacking for this storied technology brand..Is Apple in trouble? Here's why investors should be concerned about owning shares of this stock..Back in early 2024, Apple released the Vision Pro, an expensive virtual reality headset that it promised was the next evolution in computing. The device sold for $3,500 and had a futuristic ski-goggle look and aimed to replace the personal computer for people working at home. Apple has been researching virtual and augmented reality technologies for years, but this was its first large foray into the cutting-edge computing space..Now in June 2025, the Apple Vision Pro looks like a total flop. The company had to scale back production because of weak demand, failed to attract developers to make applications for the device, and has sold fewer than 1 million devices (reportedly) since its launch. Even if it sold 1 million of these devices a year, that equates to $3.5 billion in annual revenue, compared to $400 billion in consolidated revenue for Apple. The device isn't going to move the needle financially..The Vision Pro can officially be called a flop. New versions may change consumer sentiment, but Apple has failed in its first foray into the virtual reality space. This company is still being driven by the iPhone and iPhone software and services..Speaking of smartphones, Apple has promised customers and investors that new AI-focused updates will be coming to Apple devices shortly. Bullish investors see this as a reason for customers to upgrade their iPhones, which has been a nagging issue for the company, as customers are sticking with older devices for longer..As with the Vision Pro, Apple talked a big game around upgrades for Siri and Apple Intelligence products. However, the actual products released have been lackluster..At its annual developer conference, the company delayed the launch of AI Siri to early next year. At the same time, AI competitors, such as Alphabet and OpenAI, are pushing forward with cutting-edge productivity tools, leaving Apple in the dust.",https://finance.yahoo.com/news/apple-stock-trouble-083500043.html, The risk associated with the news is classified as **Operational Risk**.
2025-06-21 06:06:00,"Apple internally weighs bid for ChatGPT rival Perplexity, Bloomberg says","Investing.com -- Apple Inc (NASDAQ:AAPL) has held internal discussions about acquiring Perplexity AI, a fast-growing artificial intelligence startup known for its advanced chatbot platform. The talks, reported by Bloomberg and involving senior executives including M&A chief Adrian Perica and services head Eddy Cue, are still at an early stage and may not result in a formal offer.","Investing.com -- Apple Inc (NASDAQ:AAPL) has held internal discussions about acquiring Perplexity AI, a fast-growing artificial intelligence startup known for its advanced chatbot platform. The talks, reported by Bloomberg and involving senior executives including M&A chief Adrian Perica and services head Eddy Cue, are still at an early stage and may not result in a formal offer..The move underscores Apple’s struggle to keep pace with rivals amid increasing pressure to integrate artificial intelligence across its hardware and software ecosystem. In particular, Apple has faced persistent delays in its efforts to upgrade Siri, leaving the voice assistant trailing competitors such as OpenAI’s ChatGPT and Elon Musk’s Grok..Perplexity, recently valued at $14 billion in a funding round, could significantly accelerate Apple’s ambitions in AI-driven search and user interaction. The acquisition would also represent the largest in Apple’s history, surpassing its previous deals in both scale and impact on the company’s long-term strategy..Apple’s interest in Perplexity also comes as it reassesses its relationship with Google (NASDAQ:GOOGL), whose search engine generates an estimated $20 billion a year for Apple as the default option on iPhones and other devices. That deal has come under regulatory scrutiny from U.S. antitrust authorities, fueling uncertainty around its future and prompting Apple to consider building its own AI-based search engine..According to Bloomberg, Apple has not yet contacted Perplexity’s leadership about a potential takeover. Meanwhile, Meta Platforms (NASDAQ:META) reportedly attempted its own bid earlier this year but could not come to terms, instead pivoting to a $14.3 billion deal for a 49% stake in Scale AI as it builds a team focused on producing a “superintelligence.”.The AI market has become increasingly competitive as Big Tech firms vie for top talent and cutting-edge capabilities to stay ahead in the generative AI race. For Apple, generally conservative about large-scale acquisitions, a move on Perplexity would signal a strategic departure, highlighting the urgency of closing its AI gap..Related articles.Apple internally weighs bid for ChatGPT rival Perplexity, Bloomberg says.This sector is uniquely positioned to capture infrastructure spend growth: analyst.Caloric reset driven by GLP-1 drugs could cut food volumes by over 10%",https://finance.yahoo.com/news/apple-internally-weighs-bid-chatgpt-220653076.html," The news about Apple considering an internal acquisition of Perplexity AI involves multiple potential financial risks:  1. **Market Competition**: The tech industry is highly competitive, and acquiring a startup may not provide a significant competitive edge.  2. **Regulatory Hurdles**: There could be regulatory scrutiny or legal challenges affecting the deal's feasibility.  3. **Intellectual Property Issues**: Integration without infringing on patents or causing IP conflicts is a risk.  4. **Financial Investment**: The acquisition might require substantial investment, which could affect Apple's cash reserves despite its liquidity.  5. **Strategic Fit**: Integration may face challenges due to differing strategies and cultures between Apple and Perplexity AI.  6. **Integration Risks**: Cultural clashes, communication issues, and operational inefficiencies post-merger are potential pitfalls.  These risks indicate that the acquisition poses a significant financial risk that requires careful assessment."
2025-06-21 05:45:00,Apple (AAPL) Rises As Market Takes a Dip: Key Facts,"Apple (AAPL) concluded the recent trading session at $201.00, signifying a +2.25% move from its prior day's close.","Apple (AAPL) closed at $201.00 in the latest trading session, marking a +2.25% move from the prior day. The stock exceeded the S&P 500, which registered a loss of 0.22% for the day. Meanwhile, the Dow gained 0.08%, and the Nasdaq, a tech-heavy index, lost 0.51%..The maker of iPhones, iPads and other products's shares have seen a decrease of 2.37% over the last month, not keeping up with the Computer and Technology sector's gain of 2.98% and the S&P 500's gain of 0.45%..The upcoming earnings release of Apple will be of great interest to investors. The company is forecasted to report an EPS of $1.41, showcasing a 0.71% upward movement from the corresponding quarter of the prior year. In the meantime, our current consensus estimate forecasts the revenue to be $88.31 billion, indicating a 2.95% growth compared to the corresponding quarter of the prior year..For the annual period, the Zacks Consensus Estimates anticipate earnings of $7.11 per share and a revenue of $404.19 billion, signifying shifts of +5.33% and +3.36%, respectively, from the last year..Investors should also take note of any recent adjustments to analyst estimates for Apple. Recent revisions tend to reflect the latest near-term business trends. Consequently, upward revisions in estimates express analysts' positivity towards the business operations and its ability to generate profits..Based on our research, we believe these estimate revisions are directly related to near-term stock moves. To utilize this, we have created the Zacks Rank, a proprietary model that integrates these estimate changes and provides a functional rating system..The Zacks Rank system ranges from #1 (Strong Buy) to #5 (Strong Sell). It has a remarkable, outside-audited track record of success, with #1 stocks delivering an average annual return of +25% since 1988. Over the past month, there's been a 0.15% fall in the Zacks Consensus EPS estimate. Apple is currently sporting a Zacks Rank of #3 (Hold)..In terms of valuation, Apple is presently being traded at a Forward P/E ratio of 27.64. For comparison, its industry has an average Forward P/E of 11.04, which means Apple is trading at a premium to the group..Also, we should mention that AAPL has a PEG ratio of 2.19. The PEG ratio bears resemblance to the frequently used P/E ratio, but this parameter also includes the company's expected earnings growth trajectory. The average PEG ratio for the Computer - Micro Computers industry stood at 1.47 at the close of the market yesterday..The Computer - Micro Computers industry is part of the Computer and Technology sector. This industry currently has a Zacks Industry Rank of 45, which puts it in the top 19% of all 250+ industries.",https://finance.yahoo.com/news/apple-aapl-rises-market-takes-214503624.html, The news reflects **no risk** as the positive movement in Apple's stock despite market weakness indicates investor confidence and lack of significant immediate concerns.  No risk.
2025-06-21 04:51:00,Stocks Settle Mostly Lower as Chip Makers Fall,"The S&P 500 Index ($SPX ) (SPY ) Friday closed down -0.22%, the Dow Jones Industrials Index ($DOWI ) (DIA ) closed up +0.08%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) closed down -0.43%. September E-mini S&P futures (ESU25 ) are down -0.21%, and September E-mini Nasdaq futures...","The S&P 500 Index ($SPX) (SPY) Friday closed down -0.22%, the Dow Jones Industrials Index ($DOWI) (DIA) closed up +0.08%, and the Nasdaq 100 Index ($IUXX) (QQQ) closed down -0.43%.  September E-mini S&P futures (ESU25) are down -0.21%, and September E-mini Nasdaq futures (NQU25) are down -0.40%..Stock indexes on Friday gave up an early advance and finished mostly lower on weakness in chip makers after a report from The Wall Street Journal stated that a top US official had told top global semiconductor makers that the US might revoke waivers for allies with semiconductor plants in China.  .Negative trade news also pressured stocks after the Financial Times reported that Japan had canceled a top-level trade meeting with the US, set for July 1, following a request from the Trump administration for Japan to increase its defense spending. Investors are bracing for more negative tariff news within the next week or so following President Trump's announcement last Wednesday that he intends to send letters to dozens of US trading partners within one to two weeks, setting unilateral tariffs ahead of the July 9 deadline that came with his 90-day pause..Stocks initially moved higher on Friday, driven by a Reuters report that the Iranian government said it is ready to discuss limitations on its uranium enrichment..Stocks were supported Friday by speculation that the US will give negotiations a chance before deciding to enter the Israel-Iran war, following the White House's announcement on Thursday that President Trump would decide within two weeks on any US involvement in the conflict, and there is still a ""substantial chance"" of a negotiated settlement..Stocks also had support from dovish comments on Friday from Fed Governor Waller, who said, ""I think we have room to bring interest rates down as early as July, and then we can see kind of see what happens with inflation."".Friday's US economic news was negative for stocks.  The June Philadelphia Fed business outlook survey was unchanged at -4.0, weaker than expectations of an increase to -1.5.  Also, the May index of leading economic indicators (LEI) fell -0.1% m/m, right on expectations, and the sixth consecutive month the LEI has declined..Hostilities between Israel and Iran entered an eighth day Friday with no signs of easing. Israel struck more of Iran's nuclear and missile production sites Friday and warned it could bring down Iran's leadership.  Meanwhile, Iran said it won't negotiate with the US while Israel's assault continues.  Iranian President Pezeshkian said the only way to end the imposed war is to ""unconditionally stop"" the enemy's aggression.  Iran showed no signs of backing down and reiterated an intention to respond with force if the US were to get directly involved in Israeli attacks.",https://finance.yahoo.com/news/stocks-settle-mostly-lower-chip-205136092.html, The risk classification for this news is:  Systematic Risk
2025-06-21 04:31:00,Apple Hardware Executive Says iPhone Maker Plans To Use AI For Speeding Up Custom Chip Design: 'High Potential In Getting More Design Work In Less Time',"Apple Inc. (NASDAQ:AAPL) is reportedly looking to harness the power of generative artificial intelligence to accelerate the development of the custom chips that power its devices, according to senior executive Johny Srouji. What Happened: During a speech in Belgium last month, Apple's senior vice president of hardware technologies, Srouji, said the company is exploring generative AI to streamline chip design, calling it a major productivity opportunity, reported Reuters on Wednesday. ""Generative","Apple Inc. (NASDAQ:AAPL) is reportedly looking to harness the power of generative artificial intelligence to accelerate the development of the custom chips that power its devices, according to senior executive Johny Srouji..What Happened: During a speech in Belgium last month, Apple's senior vice president of hardware technologies, Srouji, said the company is exploring generative AI to streamline chip design, calling it a major productivity opportunity, reported Reuters on Wednesday..""Generative AI techniques have a high potential in getting more design work in less time, and it can be a huge productivity boost,"" Srouji said, according to a recording reviewed by the publication..Don't Miss:.Maker of the $60,000 foldable home has 3 factory buildings, 600+ houses built, and big plans to solve housing — this is your last chance to become an investor for $0.80 per share..Peter Thiel turned $1,700 into $5 billion—now accredited investors are eyeing this software company with similar breakout potential. Learn how you can invest with $1,000 at just $0.30/share..He made the remarks while accepting an award from Imec, a prominent semiconductor R&D organization..During his speech, Srouji highlighted that electronic design automation (EDA) firms like Cadence Design Systems (NASDAQ:CDNS) and Synopsys Inc. (NASDAQ:SNPS)—both racing to integrate AI—are critical to managing the complexity of Apple's chip development..Srouji also reflected on Apple's bold move in 2020 to replace Intel Corp (NASDAQ:INTC) chips in Mac computers with its own Apple Silicon. He said that it was a major takeaway from Apple’s chip development journey was the importance of making bold decisions and moving forward without hesitation..""There was no backup plan, no split-the-lineup plan, so we went all in,"" he said. ""Including a monumental software effort."".Why It's Important: Last month, it was reported that Apple is developing new chips to power upcoming smart glasses, AI servers and future Macs. Apple aims to launch it by 2026–2027..Meanwhile, the M5 chip, built on the advanced 3nm N3P architecture, has reportedly entered mass production and is expected to enhance the MacBook Pro, iPad Pro and Vision Pro—especially with upcoming Apple Intelligence features..Read Next:.Invest early in CancerVax's breakthrough tech aiming to disrupt a $231B market. Back a bold new approach to cancer treatment with high-growth potential..If there was a new fund backed by Jeff Bezos offering a 7-9% target yield with monthly dividends would you invest in it?",https://finance.yahoo.com/news/apple-hardware-executive-says-iphone-203129980.html," The news about Apple using AI for custom chip design introduces several risks:  1. **Supply Chain Vulnerability**: Outsourcing chip design could expose Apple to supply chain disruptions, affecting their operations and potentially leading to production delays.  2. **Complexity Risks**: Managing AI and custom chip design with its specialized nature presents a significant challenge that requires substantial expertise and resources, increasing the likelihood of project failures.  3. **Cost Concerns**: High upfront costs for AI implementation and maintenance could lead to financial strain unless meticulously planned and managed.  4. **Regulatory Impact**: The industry's stringent regulations might necessitate new compliance measures, posing potential operational delays or legal complexities.  5. **Competitive Risk**: The adoption of AI by competitors could erode Apple's unique market position in the semiconductor sector.  Overall, these risks highlight the need for careful planning and management if Apple intends to leverage AI effectively without compromising their operational stability and profitability."
2025-06-21 04:07:00,Analysts reboot Micron Technology stock price target ahead of earnings,This is what could happen next with shares of Micron Technology.,"Analysts reboot Micron Technology stock price target ahead of earnings originally appeared on TheStreet..An elephant might never forget but Micron Technology  (MU)  has more storage space..The Boise, Idaho, company makes memory and storage chips for data centers, computers and smartphones, and its client list includes such tech-sector superstars as AI-chip chieftain Nvidia  (NVDA) , Mac and iPhone maker Apple  (AAPL) , Facebook parent Meta Platforms  (META)  and software kingpin Microsoft  (MSFT) ..💵💰Don't miss the move: Subscribe to TheStreet's free daily newsletter 💰.Make no mistake, there's money in memories, and we're not just talking about those singing cats on Broadway..""After the historic downturn of 2022–2023, the memory industry has entered a phase of strong recovery. In 2024, memory revenue reached a record $170 billion,”  according to market researcher Yole Group..""This rebound was fueled by AI-training requirements in data centers, with [high-bandwidth memory) playing a pivotal role due to its premium pricing and performance advantages,"" the firm added..HBM continues to outperform the broader DRAM chip segment, Yole Group said. This year HBM revenue is set to nearly double to around $34 billion..Micron is a key player in the HBM market, offering solutions like HBM3E and HBM4 designed for high-performance computing and AI applications..The company recently joined the Trump administration to unveil plans to expand its U.S. investments to about $150 billion in domestic memory manufacturing and $50 billion in research and development, creating an estimated 90,000 direct and indirect jobs..More Tech Stocks:.Amazon tries to make AI great again (or maybe for the first time).Veteran portfolio manager raises eyebrows with latest Meta Platforms move.Google plans major AI shift after Meta’s surprising $14 billion move.“Micron's U.S. memory manufacturing and R&D plans underscore our commitment to driving innovation and strengthening the domestic semiconductor industry,” Chairman, President and CEO Sanjay Mehrotra said in a statement..The company's shares are up nearly up nearly 45% this year and off 16% from this time in 2024..Investment firms have been issuing research reports for Micron Technology ahead of its fiscal-third-quarter earnings report, scheduled for June 25..Wedbush boosted its price target on Micron to $150 from $130 while maintaining an outperform rating..The firm said memory-pricing trends turned more positive in the second quarter.",https://finance.yahoo.com/news/analysts-reboot-micron-technology-stock-200700300.html, The risk classification for this news is **market risk**.
2025-06-21 03:54:00,Don't Overlook Jabil (JBL) Stock After Topping Its Q3 Expectations,"Trading near 52-week highs of over $200 a share, Jabil (JBL) stock may be poised for more upside after posting strong results for its fiscal third quarter this week.","Jabil Inc. JBL was a notable standout in a relatively quiet earnings lineup this week, as investors eyed ongoing conflicts in the Middle East that could potentially impact markets..That said, Jabil is one of the largest global suppliers of electronics manufacturing services and is worthy of investors' attention after posting strong results for its fiscal third quarter on Tuesday. .Trading near 52-week highs of over $200 a share, here's a look at why Jabil stock may be poised for more upside.. .Serving a wide range of major global companies across various industries, two of Jabil’s most prominent customers include Apple AAPL and Amazon AMZN. As two of its largest clients, Apple relies on Jabil’s manufacturing components for iPhones, among other devices, with Amazon relying on Jabil’s computing and hardware services for AWS..While Apple and Amazon have accounted for significant portions of Jabil’s revenue, the company has made significant efforts to diversify its customer base, with other noteworthy and diverse clients being healthcare giant Johnson & Johnson JNJ and communication networks leader Ericsson ERIC.. .Briefly reviewing Jabil’s strong quarterly results, Q3 sales spiked 15% year over year to $7.82 billion and topped estimates of $7.08 billion by 10%. More impressive, Q3 EPS of $2.55 soared 35% from $1.89 in the comparative quarter and beat earnings expectations of $2.33 per share by 9%..Continuing its compelling and consistent operational performance, Jabil has now surpassed the Zacks EPS Consensus for 21 consecutive quarters with an average earnings surprise of 6.68% over the last four quarters..Image Source: Zacks Investment Research.Offering guidance for its fiscal fourth quarter, Jabil expects Q4 sales in the range of $7.1 billion-$7.8 billion, with the current Zacks Consensus at $7.55 billion or 8% growth. Jabil expects Q4 EPS at $2.64-$3.04, with Zacks projections currently at $2.75 or 19% growth..Correlating with its diverse customer base and strategic alignment with secular trends such as AI, Jabil expects to see continued revenue expansion, margin enhancement, and robust free cash flow generation in the coming years.. .Year to date, Jabil stock is up over +40% and has blown away the performance of the broader indexes, which have been virtually flat. More intriguing, JBL is sitting on gains of more than +200% in the last three years to impressively outpace the stock performances of its top big tech customers in Amazon and Apple and the benchmark S&P 500 and Nasdaq’s returns of +60% and +80%, respectively.",https://finance.yahoo.com/news/dont-overlook-jabil-jbl-stock-195400754.html, No risk.
2025-06-21 02:28:00,Apple sued by shareholders for allegedly overstating AI progress,"(Reuters) -Apple was sued on Friday by shareholders in a proposed securities fraud class action that accused it of downplaying how long it needed to integrate advanced artificial intelligence into its Siri voice assistant, hurting iPhone sales and its stock price.  The complaint covers shareholders who suffered potentially hundreds of billions of dollars of losses in the year ending June 9, when Apple introduced several features and aesthetic improvements for its products but kept AI changes modest.  Apple did not immediately respond to requests for comment.","By Jonathan Stempel.(Reuters) -Apple was sued on Friday by shareholders in a proposed securities fraud class action that accused it of downplaying how long it needed to integrate advanced artificial intelligence into its Siri voice assistant, hurting iPhone sales and its stock price..The complaint covers shareholders who suffered potentially hundreds of billions of dollars of losses in the year ending June 9, when Apple introduced several features and aesthetic improvements for its products but kept AI changes modest..Apple did not immediately respond to requests for comment. CEO Tim Cook, Chief Financial Officer Kevan Parekh and former CFO Luca Maestri are also defendants in the lawsuit filed in San Francisco federal court..Shareholders led by Eric Tucker said that at its June 2024 Worldwide Developers Conference, Apple led them to believe AI would be a key driver of iPhone 16 devices, when it launched Apple Intelligence to make Siri more powerful and user-friendly..But they said the Cupertino, California-based company lacked a functional prototype of AI-based Siri features, and could not reasonably believe the features would ever be ready for iPhone 16s..Shareholders said the truth began to emerge on March 7 when Apple delayed some Siri upgrades to 2026, and continued through this year's Worldwide Developers Conference on June 9 when Apple's assessment of its AI progress disappointed analysts..Apple shares have lost nearly one-fourth of their value since their December 26, 2024 record high, wiping out approximately $900 billion of market value..The case is Tucker v. Apple Inc et al, U.S. District Court, Northern District of California, No. 25-05197..(Reporting by Jonathan Stempel in New York; Editing by Mark Porter and Rod Nickel)",https://finance.yahoo.com/news/apple-sued-shareholders-over-ai-182838953.html, The news pertains to **legal and reputational risks**.
2025-06-21 01:30:00,Binance’s CZ issues blunt wake-up call to not one — but two — planets,Binance's CZ addresses the latest data leak exposing 16 billion passwords.,"Binance’s CZ issues blunt wake-up call to not one — but two — planets originally appeared on TheStreet..In the largest data breach ever, more than 16 billion login passwords recently got exposed..Reports indicate that cybercriminals likely used infostealing malware to steal usernames and passwords from social media, corporate platforms, VPNs, developer portals, etc..Alphabet's Google (Nasdaq: GOOG), Apple (Nasdaq: AAPL), Meta Platforms' Facebook (Nasdaq: META), GitHub, or Telegram — the cyberattack didn't spare either of these leading platforms..Binance co-founder and CEO Changpeng Zhao ""CZ"" sounded the alarm over the devastating data leak..""That's 2 passwords per person for the planet,"" CZ underlined how the number of compromised passwords is twice the earth's population..CZ advised everyone to preferably use a different email address and a different password for each site. He added:.""And use a hardware 2FA device!"".Binance is the world's largest crypto exchange by trading volume, and the industry is a frequent target of such data leaks..Join the conversation with Scott Melker on Roundtable Network here .On May 11, Coinbase (Nasdaq: COIN), the largest crypto exchange in the U.S., revealed a data leak that affected 69,461 individuals. The leak exposed the names, addresses, and contact details of the affected users. The incident took place on Dec. 26, 2024, and the exchange got to know of it much later in May 2025.",https://finance.yahoo.com/news/binance-cz-issues-blunt-wake-173000230.html," The news about Binance's CZ addressing a data leak exposing 16 billion passwords presents a severe risk due to the massive exposure of sensitive information, potential financial and reputational damage, increased regulatory scrutiny, and long-term operational vulnerabilities.  **Risk Classification: High Risk**"
2025-06-20 23:34:00,Stocks Erase Early Gains on Weakness in Chip Makers,"The S&P 500 Index ($SPX ) (SPY ) today is down -0.26%, the Dow Jones Industrials Index ($DOWI ) (DIA ) is up +0.09%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) is down -0.59%. September E-mini S&P futures (ESU25 ) are down -0.16%, and September E-mini Nasdaq futures...","The S&P 500 Index ($SPX) (SPY) today is down -0.26%, the Dow Jones Industrials Index ($DOWI) (DIA) is up +0.09%, and the Nasdaq 100 Index ($IUXX) (QQQ) is down -0.59%.  September E-mini S&P futures (ESU25) are down -0.16%, and September E-mini Nasdaq futures (NQU25) are down -0.48%..Stock indexes today gave up an early advance and turned lower on weakness in chip makers after a report from The Wall Street Journal stated that a top US official told top global semiconductor makers the US might revoke waivers for allies with semiconductor plants in China.  .Stocks today initially moved higher on signs of easing tensions in the Middle East.  WTI crude prices erased gains and moved lower after Reuters reported that the Iranian government said it is ready to discuss limitations on its uranium enrichment..Stocks have support on speculation that the US will give negotiations a chance before deciding to enter the Israel-Iran war, following the White House's announcement on Thursday that President Trump would decide within two weeks on any US involvement in the conflict, and there is still a ""substantial chance"" of a negotiated settlement..Stocks also have support from dovish comments today from Fed Governor Waller, who said, ""I think we have room to bring interest rates down as early as July, and then we can see kind of see what happens with inflation."".Trading activity today may be more volatile than usual due to the expiration of approximately $6.5 trillion in June options, futures, and derivatives contracts, an event known as ""triple witching."".Today's US economic news was negative for stocks.  The June Philadelphia Fed business outlook survey was unchanged at -4.0, weaker than expectations of an increase to -1.5.  Also, May index of leading economic indicators fell -0.1% m/m, right on expectations, and the sixth consecutive month the LEI has declined..Stocks still have some negative carryover from Wednesday when Fed Chair Powell warned that tariff-driven economic uncertainty and inflation risk continue to complicate the Fed's chances to ease monetary policy.  Also, the FOMC cut its US GDP forecast and raised its inflation forecast for this year..Hostilities between Israel and Iran entered an eighth day today with no signs of easing. Israel struck more of Iran's nuclear and missile production sites today and warned it could bring down Iran's leadership.  Meanwhile, Iran said it won't negotiate with the US while Israel's assault continues.  Iranian President Pezeshkian said the only way to end the imposed war is to ""unconditionally stop"" the enemy's aggression.  Iran showed no signs of backing down and reiterated an intention to respond with force if the US were to get directly involved in Israeli attacks.",https://finance.yahoo.com/news/stocks-erase-early-gains-weakness-153416587.html, The risk classification for this news belongs to **equity market risk**.
2025-06-20 23:15:00,Trump Pledge of Quick China Magnet Flows Has Yet to Materialize,"(Bloomberg) -- Almost 10 days since President Donald Trump declared a “done” trade deal with Beijing, US companies remain largely in the dark on when they’ll receive crucial magnets from China — and whether Washington, in turn, will allow a host of other exports to resume.Most Read from BloombergSecurity Concerns Hit Some of the World’s ‘Most Livable Cities’One Architect’s Quest to Save Mumbai’s Heritage From DisappearingJFK AirTrain Cuts Fares 50% This Summer to Lure Riders Off RoadsNYC Congest","(Bloomberg) -- Almost 10 days since President Donald Trump declared a “done” trade deal with Beijing, US companies remain largely in the dark on when they’ll receive crucial magnets from China — and whether Washington, in turn, will allow a host of other exports to resume..Most Read from Bloomberg.Security Concerns Hit Some of the World’s ‘Most Livable Cities’.One Architect’s Quest to Save Mumbai’s Heritage From Disappearing.JFK AirTrain Cuts Fares 50% This Summer to Lure Riders Off Roads.NYC Congestion Toll Cuts Manhattan Gridlock by 25%, RPA Reports.Taser-Maker Axon Triggers a NIMBY Backlash in its Hometown.While there has been a trickle of required permits, many American firms that need Chinese minerals are still waiting on Beijing’s approval for shipments, according to people familiar with the process. China’s system is improving but remains cumbersome, they said, contrary to Trump’s assurances rare earths would flow “up front” after a June 11 accord struck in London..The delays are holding an array of American industries hostage to the rocky US-China relationship, as some firms wait for magnets and others face restrictions selling to China. That friction risks derailing a fragile tariff truce clinched by Washington and Beijing in Geneva last month, and triggering fresh rounds of retaliation..Interviews with multiple Western buyers, industry insiders and officials familiar with discussions revealed frustration over vague policies in both countries and lingering confusion about what level of magnet approvals from China would trigger Trump to abandon his tit-for-tat export curbs..“Even if export approvals accelerate, there are so many unknowns about the licensing regime that it’s impossible for companies to have a strong sense of certainty about future supply,” said Christopher Beddor, deputy China research director at Gavekal Research. “At a minimum, they need to factor in a real possibility that talks could break down again, and exports will be halted.”.In response to China’s sluggishness on magnets, Trump last month restricted US firms from exporting chip software, jet engines and a key ingredient to make plastic to China until President Xi Jinping restores rare-earth exports. Companies subject to Washington’s curbs have halted billions of dollars in planned shipments as they wait for players in unrelated sectors to secure permits from Beijing, which could take weeks or even months to process, given the current pace..Corporate chiefs affected by the export-control spat have sought clarity from the administration on its strategy, according to people familiar with the matter. The Commerce Department — which administers the rules — has offered few details, they added.",https://finance.yahoo.com/news/trump-pledge-quick-china-magnet-151500998.html, The article falls under **Credit Risk** due to potential operational disruptions and uncertainties regarding trade policies affecting US companies.
2025-06-20 23:03:00,Barron’s 2025 Top CEO List Is Out. See Who Made the Cut.,Our annual list features 26 leaders whose deft guidance has put their companies in a stronger competitive position.,Our annual list features 26 leaders whose deft guidance has put their companies in a stronger competitive position.,https://finance.yahoo.com/m/4c49d575-3d9c-3291-a9cf-c581d32bc767/barron%E2%80%99s-2025-top-ceo-list-is.html, No risk.
